,org_label,text,label
4007,0,"poslán dotaz, nabídku směřujte k neomezenému volání Gaaxy S3, děkuji",2
4008,0,"Lukáši, zákaznickou linku ne-eeeee, tam se nedovoláte :-O :-))))",2
4009,p,děkujeme! :),1
4010,0,to muselo být drahé :D,2
4011,p,"vše nejlepší,at jsi stále neodolatelná.-))))",1
4012,0,nechtěla bych mezi tím utírat prach ;),2
4013,p,"hodně sladká, jako bmbonek",1
4014,p,jeee moc děkuju :)),1
4015,0,"Když se toto objedná, tak těch 200 Kč měsíčně stále platí na dva roky? Nebo po nějakém datu se ihned navýší zpět na 300 Kč na měsíc? Děkuji.",2
4016,p,Snad se toho dočkám díky..!!:),1
4017,0,chtělo by to i mobilní aplikaci,2
4018,0,"Děkuju Lukáši, bohužel zatím nemám tu možnost zavolat z jiného čísla ... :-(",2
4019,n,proc pracujete pro zlodeje? nemate strach zr se zacnete chovat jako vas zamestnavatel?,0
4020,0,Ale no tak Vašíku =o) tě pozvu pak na menu pro 2 :D,2
4021,0,"v lednici, na stole, prostě všude, hmmm, asi ji vyměním s minerálkou, kterou cucám od rána:D",2
4022,n,To určitě.. ha ha ha,0
4023,p,tak to je nádhera :) taky přeji krásné ráno :),1
4024,0,"takže když mi 8.6.2013 končí smlouva, kdy si můžu tak nějak zařídit ten přechod na jiný tarif?",2
4025,p,"díky za dnešní nabídku,vstup do bbc beru hned 20x :-)",1
4026,n,vtipný :) tobě to myslí,0
4027,n,"Celej O2 at se jde zakopat\§§§. Ani vám neporadí fakt, když se jich na něco ptáte!",0
4028,0,"Ahoj Vodafone, kdy bude HTC Desire X na sklade v eshopu? na prodejnách je. díky!",2
4029,0,brala bych asi jenom toho zdenka :D,2
4030,0,ano souhlasím dnes jdu do mcdonaldu a koupím si perlu!!,2
4031,0,"Hele Ondro už sem tam volal a tam mi řekli že to změnit nejde, tak kde je potom chyba?",2
4032,p,"už to jde, díky!",1
4033,0,"David Steiner, Honzíček Sparťánek Čmoudíček :DDDDD",2
4034,0,Až skončí soutěž o vstupenky na neslýchané festivaly..dejte sem prosím vědět kde jsme měli hledat ...ráda se zasměji:)čao pěkný víkend,2
4035,0,Kup si lepší telefon :-D Nebo se to na to zítra mrknu ok?,2
4036,n,no toto sa podla mna podaktorym velmi pacit nebude,0
4037,0,kedy budu vysledky penofuzov?,2
4038,n,"ta nová ""pěnová"" kofola je pěkně hnusná...škoda, protože jinak není co pít :/",0
4039,n,Pěnoknír no ty vole,0
4040,0,Taky potřebuji.. ID: 1677222513,2
4041,0,"Platíme 8Mbit, máme údajně 6, reálně tak 4-4,5. Prý pomalá ústředna, kabeláž je relativně nová a ústředna je ""za rohem"".",2
4042,p,To je luxusní :D,1
4043,0,já chcu být ten 1 200 000....!!! ale není ským jet... třeba na jaře...,2
4044,p,No já bych s kofolou teď moc nešetřila...má být přece konec světa...tak abychom si ještě pořádně užili pohodu s Kofčou:),1
4045,p,"Gratulace...,se přijdu brzo podívat!!",1
4046,0,"woooow, jsem zvědavá!! ale s takovou s váma za chvilku přijdu na mizinu :D",2
4047,0,"kdyby to šlo, ocenila bych zaslání nabídky n amail, já bych si to pročetla a napsala jo nebo ne :) nejsem tak často u telefonu :)",2
4048,p,je to taky nejkrásnější ZOO:-)) Neděle tam byla nádherná,1
4049,0,Není to náhodou fotomontáž?To přeci není možné aby vačnatec si nechal takhle sáhnout na vak kde má mládě,2
4050,0,nj jenže doručení domu v praze a v brně doprava kolem stovky píšou to tam.,2
4051,0,v pátek na to jdu.tak ?,2
4052,n,To miluju...Ve vybraných obchodech :-/ ale kde to už se nedozvím pokud neprolítam celou Plzeň....,0
4053,0,Misto svíček tam měly byt nove plechovky a s petek by do Vánoc byly plechovky...,2
4054,0,"Dobrý den, chtěl jsem se zeptat, kde zjistím aktuální FUP u dat. tarifů, děkuji",2
4055,p,díky za kalendář mojy dnes zaplaceno,1
4056,0,Uší má každý... tu kočku! :DD,2
4057,0,"zkuste napsat e-mail, me odpovedeli vzdy temer hned, FB se bere jako informacni kanal pro novinky a ne pro stav skladu",2
4058,0,No...pokud bude čas tak zítra plánuji návštěvu Prahy ale do Zoo určitě dorazím pokud bude časově všechno vycházet,2
4059,0,Roční zásoba kofoly pro hodný fanoušky? :D 2l/den :D,2
4060,0,a ve kterém ?! :D,2
4061,0,"je to vsechno moc pekne, ale můžu se zeptat proc maji hrosi budouci vybeh tak maly? oni nevyuzivaji vetsi prostor?",2
4062,0,Tak tam ani nejdem... a naco ze? :P,2
4063,0,Myslím že to bude záležet na obsluze. Ten anglický přístup je myslím trochu férovější.,2
4064,0,"Jmenuje se to soutěž poliček parfémů, né jejich krabiček :-)",2
4065,0,takže jak ?,2
4066,p,já všechno co je na té stránce nádhera :D,1
4067,0,":) www.mcdonalds.com, jen tak pro srovnání, k té zmiňované dvacce.",2
4068,p,"Služby salonu Carpe Diem jsou vskutku výborný. Kadeřnice opravdu šikovná, vše dle proběhlo nad očekávání dobře.",1
4069,0,Poměr 1:4 s absintem,2
4070,n,do prdele ja se na to nemůžu ani koukat !!! asi sežeru monitor :DDD,0
4071,0,A to je nějaká změna oproti normálu?,2
4072,0,"Bohužel nemám od té karty ani papíry tudíž nevím tel číslo ale myslím , že podle čísla občanky mi se to dalo zjistit ne ?",2
4073,0,"Sokolská 1555/19 ,Praha 2 Nové Město",2
4074,p,"Gratuluji šťastným rodičům a ještě šťastnějším ošetřovatelům. Varánci mají super péči, sledujeme je na FB i s dětma.",1
4075,0,"já bych ještě potřebovala vysvětlit co je ""narozeninová záložka""",2
4076,0,A proč to řešíte na FB :D ...,2
4077,0,ani mě to nejde nejsme jediní,2
4078,p,letěl jsem letadlem z Liberce nad Trosky a přes Jablonec zpět. Paráda.,1
4079,0,"jéje.. toho je.. třeba nový notebook, foťák nebo digitální piano (nejsem vůbec skromná, že :-D)",2
4080,0,Vždyť to říkám! Pro Tebe by měli začít vyrábět rovnou kilovku:-) a možná by ses přemluvila aby Ti vydržela na dva chody...,2
4081,p,"držim pěsti, ať všechno dobře dopadne a ty se drž prcku malej!! :-*",1
4082,p,Smekám a přeji mnoho úspěšných odchovů,1
4083,n,"O víkendu tu vůbec nejste, narozdíl od konkurence, aneb nevěřím statistice, kterou si sám nezfalšuje. Ale váš smysl pro humor potěší :)",0
4084,0,"Ne. Píše to server nedostupny, zkuste načíst stránku později.",2
4085,n,"Byl by někdo tak hodný Vodafone CZ a odpověděl, jaká bude Vánoční nabídka pro paušálisty ? 7 telefonů je výsměch.",0
4086,0,mohla bych se zeptat na adresu Pražského obchodu...I.P. Pavlova je širokej pojem...jaká je to ulice??díky za info..,2
4087,n,No zrovna jsem ho dojedla a jsem dost zklamaná... Big Clasic Cheese byl 100x lepší... Mám ho strašně ošizenej a maso pomalu syrové...,0
4088,n,"Bohužel není moc dobrý, zlatý big clasic cheese nebo big mac...",0
4089,p,pěkně zachycen v letu!,1
4090,0,no tak ještě zvýšit FUP limity a o2 konečně vstoupí do 21. století!,2
4091,n,"ty voe, to je píčovina :D",0
4092,0,Někdo dřív mluví (píše) než myslí a někdo ani to :-),2
4093,p,SUPER SLEVOMAT:) a co takhle ROKYTNO u Pardubic tady by vám kucí za dobrý a levný pívečko utrhali ruce :),1
4094,0,"A nic jiného asi nevymyslíme, že?",2
4095,0,"Nemáte někdo navíc 4 body, prosím? moc díky :) 1178425520",2
4096,p,to vypadá na dobrůtku ;-)),1
4097,n,jesny přesně a taky zdražily prej chicken burger :) a to jim tam přijde strašně malo lidi :) čekejte pokles a velkej :P,0
4098,0,Odesláno na uvedený email,2
4099,0,"Já jsem byla celej den na táboře a pila jsem jenom kofolu,kromě těch drinků,co jsme měli,když jsme snídali/obědvali/večeřeli",2
4100,p,sladká....ve skutečnosti je ještě hezčí :-),1
4101,n,spousta otázek a vodafon stejně neodpoví.,0
4102,p,"já hvězdičky, děti piškoty a manžel polomáčené :-)",1
4103,0,"tak dneska jsem byla na poště a extra jsem se ptala jestli to jde na po box poslat doporučeně a jde, takže jsem to tak poslala",2
4104,0,Petře jako velikonoční soutěž s htc? .o)),2
4105,p,děkuju moc.. :),1
4106,0,A do kdy to platí?,2
4107,0,já jí objevila v našem miniměstě u vietnamce..,2
4108,n,Výdody co přináší Android? Dobrý vtípek :D,0
4109,p,To je tak krásné!! Přeji oběma jen to nejlepší! :),1
4110,n,Nevolááááááááááááá to :(((((((((((((((((((),0
4111,n,v tomhle případě je tenhle limit menší než GPRS což je veliká ostuda...,0
4112,p,krásnou celou sobotu přeji :-),1
4113,0,"Jsou ještě nějaké iPhony 5 skladem, nebo už jsou všechny pryč? A nějaké nové info, kdy by mohli opět být?",2
4114,0,Každýmu připsat 100 bodu :D,2
4115,0,"ta cibule, to je totiž to geniální, co mi tu tak chybí",2
4116,0,"Dobrý den, chtěl bych se zeptat jak to vypada s pokrytim 3G siti kdy bude v Třinec-Oldřichovice",2
4117,p,moc krááááásnééé..se určite přijedeme podívat..,1
4118,0,Už aby to bylo co lidičky?Uvidíme kdo bude mít větší štěstí...,2
4119,0,"to nevim, ale naposled jsem se byl v takový budce vychcat",2
4120,0,Nějaké HTC určitě ;),2
4121,p,"Výborně, už ať je na prodejně :) Ještě tak v základu nový model S-Penu, ze kterého se dá telefonovat a bude to vymazlené Vánoční překvapení.",1
4122,0,Já Ti teta uklidím... víš že sháním brigádu :o),2
4123,p,"opravdu krásná sada, uvidíme co na to řekne přítel :))",1
4124,n,Z kafe jsem poslední dobou trochu zklamaný...,0
4125,0,Takových je spousta co nemají na Kellnera. Psala jsem to jen pro info PETR PRAŽSKÝ.,2
4126,p,Super:-))) asi nejvtipnejsi ze vsech:),1
4127,0,"jo, cesty Páně jsou nevyzpytatelné :)",2
4128,n,"Zdravím, posílám fotku, abych získala 10 kreditů a furt nic, tak kde to vázne?",0
4129,n,Místo řešení krávovin (a to jsem slušný) byste se měli zaměřit na vodafone služby. Jako třeba středověký fup že?,0
4130,0,"Já se nepřipojím, protože už jsem nestihl předchozí otázky.",2
4131,0,pořád plné vemínko :D,2
4132,0,v té verzi co byla tato aplikace v ošatce byla na appstore taky free :-))),2
4133,0,ano děkuji své dotazy už mám vyřízené :o)),2
4134,0,Beru na vědomí :-D,2
4135,0,Přemýšlí co si přát k vánocům...,2
4136,0,"Zdravím, chci se zeptat, kdy bude dostupné sprnové číslo O2 Všem?Díky za odpověď.",2
4137,n,Namísto vymýšlení těchto kravin dejte do pořádku Vaše služby !!! A snižte ceny na standard ostatních Evropských zemí !!! Díky,0
4138,p,Tak je to lepší,1
4139,n,"MH: A čeho tim docílíš? Nějak moc silný řeči, ale stejně to neuděláš ;-) BTW: Jinak stojí 40,- . Stránky možná ještě nejsou aktualizovaný",0
4140,n,To radši dělaj mrtvý ani neodepíšou ;),0
4141,0,ty jsi nějaká FANYNKA slevomatu?????:))))ty si začala:)))),2
4142,0,"Zdravím,máte ještě skladem HTC Evo 3D???",2
4143,0,Když se peníze uhradí přes jejich web tak je to do pár hodin.. :) (do dvou tuším),2
4144,0,"Koukám, že už to tu jednou je. Nevadí, čím víc, tím líp.",2
4145,n,"Taky že zdražují. Vodafon se svými čerstvými ""Fér"" tarify to potvrdil.",0
4146,p,Jsou bozi:):):),1
4147,0,"Dobrý den, můžu si někde ze samoobsluhy na svůj telefon poslat testovací MMSku?",2
4148,n,tvl tak na to by me nikdo nedostal,0
4149,p,"Happy Birthday, Milka...tak to je nejlepší čokoláda na světě!!!! ;)",1
4150,0,moc si přeju mily ježišku,2
4151,0,"no, chvilku jsem přemýšlel, zda tam další den nebude místo Internetu na cestu nabídka housek za 2,90... :-)",2
4152,n,Mě to právě nechce pustit do nastavení Mých5! :-/,0
4153,0,"Jo, někdo to asi pochopil, že se jedná o soutěž výstavy krabiček....ale soutěž se jmenuje Polička s parfémy a ne krabičkami:)))",2
4154,0,"Jsu zvědavý,kdy bude v prodeji",2
4155,n,"Kdy hodláte opravit mobilní net v okolí Šterbohol? Není to poprvé a už mě to začíná štvát. Platím za něco, co nefunguje!",0
4156,0,Maro ale po cestě do školy žádný okýnko s bučkem a slivovicou neni :D,2
4157,p,ty sou rozkošný :),1
4158,n,"to máte stejné, jako když výrobce ""zázračných"" pilulek na hubnutí Vám tvrdí, že nemusíte vůbec cvičit a zhubnete :-)",0
4159,0,"Vsaďte boty, že až přestane většina z nás koukat, tak ten pacholek vyleze. :D",2
4160,0,"Zajímalo by mne, kdo vymýšlí ty komentáře: ""Vypekla vás žena, podusil šéf? Když atmosféru zahustí hádka ..""",2
4161,n,to je normálka...oni nikdy neumí nic udělat na poprvé...,0
4162,0,milko poslala sem vam zpravu do zprav tak se podívejte a prosím odepište,2
4163,0,"zejtra si dám ;-) ten grilled mě moc nenadchnul, tak snad tenhle bude lepčejší ;-)",2
4164,0,Jsem stejneho nazoru ..,2
4165,0,našla jsem poze seznam výherců,2
4166,n,"Lady Mat: A až něco budeš potřebovat, 20 Kč dobrý, ne? Ty jejich stránky jsou otřesný..",0
4167,p,Díky moc jste hodná :-),1
4168,0,Plné Kofolýýýý ;),2
4169,0,Nez se na neco zeptate tak si to tu trochu proctete at nejste za blbce.,2
4170,0,"Ivano, pokud mi body připíšou a objednám co bude tak Vám pro děti body ráda dám, bohužel nevím kdy to bude a kolik...",2
4171,n,"Tak když už jste tam ty dvě koruny našli, tak je tedy vraťte. Aby nedělaly v systému a účetnictví nepořádek.",0
4172,n,zase nejde samoobsluha? to už mi nepřijde normální..,0
4173,p,to je moje slabůstka....parfemy :-),1
4174,0,chystáš se zvelebovat zahrádku ? travka roste ? :-),2
4175,0,"Já taky pořád čekám, kdy už si to štěstí sedne na vola :))))",2
4176,0,"ahoj, chci se zeptat jaký má dosah wifi router comtrend vr-3026e ? za ideálních větrných podmínek?",2
4177,n,no jako žádná hitparáda jestli je to to co bylo loni..,0
4178,p,"děkujeme:) sme rádi,že seš naší součástí,Kofolo:)",1
4179,0,"tak tak,prej v klávesnici :D stačí vidět video,kolikrát byla šipka použitá :D :D",2
4180,p,držím palce.),1
4181,0,fláká se :),2
4182,0,"Já už kalendář mám. Trošku netradiční, ale ručně vyrobený mým mužem ;)",2
4183,p,jo a Culík je také moc pěkné,1
4184,0,"Ty jsi zvláštní Honzo,:)",2
4185,p,"Super, už se těším až příjde, snad to bude brzy :-)",1
4186,0,"Jo jo,stavim se i s malym,pokud bude hezky. Tesi se na prolejzky:-)",2
4187,0,"Po exkurzy na obede, uzijte si skolicky, Vy co se musite ucit :D",2
4188,p,A jinak porad rikam to samy. Pro me je T-Mobile v porovnani s ostatnima proste nejmensi zlo a cenove nejvyhodnejsi...,1
4189,0,"Prosím pěkně, ta navigace Dynavix je online nebo offline?",2
4190,n,"16 kbit/s NENÍ rychlost. Při této ""rychlosti"" se nedá internet v mobilu používat! Kdy to konečně pochopíte!",0
4191,p,"mockrat dekuji,uz se na tu decku nemuzeme dockat :)",1
4192,p,"vypadá chutně ...a těším se na tu historickou památku...."" K jídlu to pravé!"" ;-)",1
4193,0,Můžu poprosit o odpověd????,2
4194,0,"Je nám líto, ale bohužel došlo k chybě. Na odstranění chyby usilovně pracujeme.",2
4195,0,"prasátko, popelka, mrazík a bohouš - stálice co potěší....",2
4196,0,pfff a já už se chystal jet do obchodu a ještě instaluju nový firmware. No aspoň že to víme :),2
4197,0,A může vyhrát i podnikatelka?,2
4198,n,"Pánský?.. spíše pro ty na stejné pohlaví :) Mám stříbrný a zelený, ale růžový bych nechtěl ani za nic :)",0
4199,p,"Já ji miluju od dob, kdy jsem jezdila za babičkou do Prahy, to jest - ó Bože - skoro padesát let...",1
4200,p,Jsou nádherný a když jsem chodila na praxi do zoo Děčín tak tam se nechali hladit jsou fakt úžasný,1
4201,n,"snídaně jsou fuuj, ale tak dyž je někdo chce, tak to máte sjednotit, a prodávat všechno najednou...",0
4202,p,moc pěkní....!!!!,1
4203,p,Také dobrou noc a krásné sny!,1
4204,0,"Dobrý den, budete zveřejňovat 10 vybraných jmen pro pandu červenou? :)",2
4205,p,Děkuji dobré dušičce za bodíky!!!! Dvojčata budou mít z čepic určitě radost!,1
4206,0,dobrý den nevíte o nějakych soutěží jako je treba ted milka kde se taky zbírají elan kody Děkuji,2
4207,n,to si ho radši koupim u vodafonu a budu mít slevu 10 000 a i tak je tam drahej,0
4208,p,krásně voni...,1
4209,0,"Mě by vubec nenapadlo,že se takoé zvířatko chovat doma :)",2
4210,0,"Pančku, do 30.6. tu bude pěkné fotoalbum :)))",2
4211,0,Co dělat když mi Iphone 4S nevytáčí *77 nemůžu tak tedy aktivovat ?,2
4212,p,yeaaah :) přijedeme se podívat :),1
4213,0,na hlavu co? jeden platek syra za 15kč :D,2
4214,0,Teď už je to v pořádku. Teď už to chodí jednou.,2
4215,0,"vzdy je lepsi to spustit zkusebne na par hodin alespon na vyzkouseni , aby se zjistilo , zda to pobere tolik lidi v aplikaci :-)",2
4216,n,"pořád mi nějak nedochází-na co dávat 10K za telefon se zapráskaným,večně nefungujícím androidem ?",0
4217,p,Velice děkuji za perfektní vyřešení problému který jsem měl.T-Mobile je super :0) i když pořád je co zlepšovat :0)) Máte u mě 1*,1
4218,0,"Dobrý den, prosím o informaci zda bude O2 nabízet telefon Sony Xperia Acro S. Děkuji.",2
4219,n,každopádně má ode dneška vodafone co žehlit...,0
4220,0,"Tomáši, už si to nevzpomínám přesně, ale domnívám se, že to bylo 28.5. v 19:00 hodin.",2
4221,p,Vaše reklamy jsou prostě nejlepší :D,1
4222,0,prvních 5 vyhrává poukaz na 1000Kč?,2
4223,0,lebo sa politrovka neoplatí a treba kupit dvojlitrovku :),2
4224,p,Hodně štěstí :-),1
4225,p,s citronem je nejlepší:)),1
4226,0,ledvěd mední :-),2
4227,n,2. vrchol nevkusu v této soutěži!!!,0
4228,p,jůů meeedvííídeeek :DD:),1
4229,0,"Co takhle Znojmo,není v plánu ?",2
4230,0,"Dobrý den, zjistil jste už, prosím, kdy budou zapnuty ony nové kanály (Filmbox Family, Filmbox Extra 1)? Díky.",2
4231,p,"Myslím,že to ,že se návštěvníkům u vás líbí,je hlavně vaše zásluha.",1
4232,0,3:2 samozdřejmě pro ČR :-)),2
4233,0,kde najdu historii odeslaných sms? nikde to tam nevidím. a proč se neukazuje me číslo když někomu odešlu z vebu sms i když jsem přihlášen?,2
4234,0,taky používám CK :),2
4235,0,"věř že kdybych nebyla nemocná, tak do práce jdu.. :-/",2
4236,n,80% mobilů v ČR prodají operátoři za předražené ceny.,0
4237,p,"originální nápad .-) a ten se cení, dečku a koupelnu má každý:-))",1
4238,0,"Dobrý den, mohla bych se zeptat, kdy dojde výhra z tomboly? Už se na ni moc těším. Děkuji!",2
4239,n,miluju chytrý lidi co všechno ví :-DDDD,0
4240,0,"Pavel Jendel Jeník: já jsem tedy ze severu, ale i tady se říká, že Pardubice jsou jen ta zatáčka u Hradce ;o)",2
4241,n,"litr za net je v dnešní době taky docela pálka, ale co už, na samotě si člověk moc vybírat nemůže",0
4242,0,"Gottwaldov a názvy našich vesnic za 2. světové války se zobrzují pouze, když máte telefon nastaven v němčině ;)",2
4243,0,tak tedka otázka jestli už vyleze a nebo se zas schová:-(,2
4244,n,McD je největší svinstvo co kdy na týhle planetě bylo,0
4245,p,opravdu je nádherný a jak se o něj maminka stará je to až dojemný tak mu přeji hodně štěstí do života :),1
4246,n,"Také čekám e-amil o výhře srdíčka, jsme tam s přítelem zapsaní. Ale e-mail nikde.:-( forleni@seznam.cz",0
4247,0,u nás i tři dny ředitelskýho volna :D,2
4248,p,"Vypadají fakt zamilovaně.Držím palce,aby jim to vyšlo!!!!",1
4249,p,"Tak to jsem rad, ze jsem nesel vcera, bych musel znova :p",1
4250,0,na měsíc se mu to povedlo... pak sel z baráku,2
4251,p,Hezký dáreček pro kuřáky anejejn pro ně,1
4252,0,Dělejte mi chutě ;DD,2
4253,n,"JE mi lito, zkusenosti rikaji ze neváží.",0
4254,0,"Jo a na čem rostou buráky, a jak pěstovat kroupy, Vlk na 13 ....",2
4255,p,"mňááám, hned bych si dala :-)",1
4256,p,Mě přibalili na dovolenou 24mb dat za 1235Kč :))) Už jen rok.,1
4257,0,"chtela bych se zeptat,jak je ted zoo otevrena navstenikum?diky za odpoved",2
4258,p,To je krásnééé,1
4259,0,už někdo vyhrál? :D,2
4260,0,Kolik jsi měl skore ?,2
4261,p,krasna kytička děkuji za ni,1
4262,0,Teď jedu na vaší pobočku tak doufám že se vše vyřeší přišly mám pouze karty a letáčky takže už to se nám nezdálo,2
4263,p,konečně něco co je u Bolky:),1
4264,0,Přesně tak. Samsung galaxy camera. A kde je ta otázka?? :)),2
4265,0,"řekl bych, že ve všech světových jazycích se dá přeložit kofola jako kofola...",2
4266,p,"Ťulíci :):* To poslední, jak se tváří, k sežrání, umačkala bych je ale všechny :)",1
4267,n,"hm... to budou teda na pi*u prázdniny . s tou pampeliškou tam vypadá dobře, ale bude teplá jak chc*nky :D",0
4268,n,"co blbneš?už tě vidím,jak žereš k večeři racio.....",0
4269,0,kdyby tam nebyly ty holky :D,2
4270,0,musíme trénovat určitě se nám to povede,2
4271,0,a na sekyru by to nešlo ? :Dbo prvně vyskušam bo se mi tam nelibi ten nápis :D,2
4272,0,"Prohlédla jsem si videa- zajímavý Tvor. Zajímalo by mě hypoteticky, do kterého pavilonu byste jej umístil.",2
4273,p,"Vida, jak dlouho už ji to baví! A pak prý, že to bude jen na chvilku, dokud je to nové!",1
4274,0,"Tak pridejte odkaz prosim, zajímalo by mě kdo to poskytuje",2
4275,n,"Je to ještě horší, než pomlázka. Přečtěte si fundovanou odpověď od našeho skvělého operátora :-)",0
4276,0,"Michal Strnad tak mi aspoň zavolej nebo pošli sms, jak jsi spokojený se svým operátorem. ;)",2
4277,0,"Mohu se zeptat, proč se O2 nevyjadřuje?? Klidně bych za LTE dal litr, ale bez FUPky..!!",2
4278,0,"Rotava 8°C,hodně sněhu.",2
4279,p,protoze se na zazitky od slevomatu daji sbalit pekne slecny:),1
4280,p,hurááááááááááá :-))) .. jak se holky mají ???,1
4281,n,O víkendu jsem slavnostně byla na rozhledně Obora naposledy.. Platit na ní je TOTÁLNÍ HOVADINA!!!,0
4282,0,dobrý tip....děkuji...koupíme v německu až tam pojedeme.....,2
4283,p,Rovněž i já děkuji za vaš reakci ;),1
4284,p,to by bylo.mlsání,1
4285,n,běž s tim někam,0
4286,0,A ty sendviče budou všechny po celou dobu nebo se budou střídat po týdnu?,2
4287,p,"ach, chtěla bych se jmenovat Dagmar Horská :) - gratuluji :)",1
4288,p,"Ja, naředěno ledem, schlazeno ledničkou a okyseleno kolečkem citróna, pak to byla fajn :-D",1
4289,0,Ten model co je nejlevnější...,2
4290,0,prosím zašlite 4 body na id-1384156100,2
4291,n,"až změníte salátovou směs, která je pořád stejná u všech salátů, začnou mi zase chutnat",0
4292,p,Taky gratuluju!!! A přeji v rozšiřující se džungli konkurence stálé vedoucí postavení :),1
4293,0,"Myslím,že o tu tmavost paní autorce šlo :) Noc,nebe,měsíc,blesky....to musí být tmavé",2
4294,0,co takhle nějaké slevy na permanentky Power plate v Brně? :-),2
4295,0,Já dokonce o dvě dřív :-D,2
4296,p,"zkoukla jsem vsechny fotky a musim rict, ze tvoje je bezkonkurencne nejlepsi:) drzim palec at to vyhrajes:)",1
4297,0,od všeho trochu a tak to má být,2
4298,n,"A je tato aplikace i pro WM? Pokud ne, proč některé zákazníky diskriminujete? asi se podívám jestli to není právně napadnutelné",0
4299,0,za co je tem hrnecek,2
4300,0,Stačí když pojedete po dálnici z Mladý Bolestlavi směr liberec ;) taky sem na to čuměl jak vyvoraná myš :D,2
4301,0,Ja uz teda volam! Z vodafonu do vodafonu. Takze dekuji za rychlou oprawu.,2
4302,p,Krásná rodinka :),1
4303,0,"pokud budete mít cestu kolem, tak se stavte v Nymburce ;)",2
4304,0,"U nás zítra, při pohledu na budík s časem 10:00 :))",2
4305,n,nesnáším když dojdu do hospody a oni mi oznámí že nemají kofolu,0
4306,n,"Reklama jak od Pamely, tohle se vám nepovelo... a ty ceny? Uz aby prisel novy operator, budou padat ceny i vase draha kresla v kancelari...",0
4307,n,"tak to mě mrzí, doufám, že nám dáte vědět, až se záhada vyřeší",0
4308,p,to je od Vás hezké :-),1
4309,0,nám chybí pouze jeden..:(( naše id 1307877330,2
4310,n,"nepřiléval bych benzín do ohně, už takhle mě holínky lezou krkem...",0
4311,0,Mám na mysli Kouzelné úterky. Nebo se k ní nehlásíte?,2
4312,0,"Vy ste uplně hladový, jak máte něco dostat zadarmo.",2
4313,n,Proč zase nefunguje Vodafone? Nemůžu se dovolat ani z pevný na operátora a telefon mi taky nefunguje!!!!,0
4314,0,"Dobrý den, prosím budete prodávat i parfém Diesel Loverdose - dámská EDP 75 ml i jako tester??? Děkuji za odpověď",2
4315,0,"A již to řeším se Sandrou,tak snad už to dobře dopadne. Děkuji",2
4316,0,Myslel jsem kdy půjdou vidět výsledky prvního druhého a alespon 3 pro orientaci ... mám 55 000m a jsem 8 a to se mi moc nezdá,2
4317,0,"Paji prej ten blesk-mobil je sit vodafonu, tak to by jsi si moc nepolepsila : )",2
4318,p,"dekuji, cislo posilam",1
4319,p,"Jsou to úplně skvělý zvířátka, ale pořád spěj :-P",1
4320,0,"Dobrý večer,zajímalo by mě,kdy končí soutěž aplikace parfémy..v pravidlech máte napsáno 31.6. ,ale to bohužel není :-)))",2
4321,p,moje nejoblíbenější!!!,1
4322,n,a nebo radši vůbec nepiš,0
4323,0,V některých lokalitách prý také začaly výpadky připojení k internetu. Můžete se prosím k tomu vyjádřit?,2
4324,p,"Moc děkuji za tuto perfektní akci, lístky jsem koupil u velkého kina a vše proběhlo správně. Takže díky :D",1
4325,0,"A nemůžete být konkrétnější, třeba v kolik hodin? Děkuji",2
4326,p,gratule patří hlavně mamině k uspěchu,1
4327,0,"Danieli my ti to věříme, zvláště po tom, co se tady opovážíš napsat ""mýstě"".",2
4328,n,"prodám vám ten ,,parfém´´ i za 1 euro...mám ho doma a stojí za bačkoru",0
4329,n,"hm, zajímavé .. dostanu se mezi prvních 10 a stejně pak třeba ani nemusím vyhrát nebot nebudu vylosovaná .. tak to asi nemá cenu :-D",0
4330,n,hmm..objednat si tri cheeseburgery sebou a zjistit doma ze mi dali jen dva...proc ne..,0
4331,0,Bude dnes stát ještě někde ? :D,2
4332,n,Poslední dobou Vám to padá jak hrušky :-(!,0
4333,p,to je romantika mi milujeme ji a ona zase nás :D,1
4334,p,užasna vuně,1
4335,0,"Dobrý den, prosím o informaci, od kdy neúčtujete hovory s operátorem při aktivní službě Po svém. Mně totiž naúčtován byl. Děkuji.",2
4336,p,"nejoblíbenější Calvin Klein In2U, Chloe...běžně Mexx, Bruno Banani, Isis Marks Spencer..je toho spousta podle nálady a stále jich přibývá :)",1
4337,0,Vodafone: jen tak :) já jen když byla tak akce s sms zdali vám zákazníci nadměrným posíláním sms nějak výrazně nezatížili sítě. :),2
4338,0,furt tam někdo sahá...,2
4339,p,hmmmm C25ka :) můj první S6 power :),1
4340,p,Tahle reklama se mi strašně líbí ;),1
4341,0,Kdy bude internet v mobilu zdarma????,2
4342,n,"Vybral jsem kachnu a tam bylo 50kc kredytu,ale dostal jsem hovno.dik",0
4343,0,To je Čenda jak vyšitej :-)),2
4344,n,"Za normální cenu nebude u vodafone nikdy, raději se mrkněte na www.apple.cz",0
4345,p,ti dva sou husti :D,1
4346,p,"bomba, konečně je zase zpět :))",1
4347,p,zazil jsem dobra pecka,1
4348,p,Nakoupeno :),1
4349,0,heeej už mě nefooť :D,2
4350,0,Obrázeček pls :-),2
4351,n,"to mi tedy k O2 nesedí, Honza si zase vymýšlí, co asi doporučuje pan Najt",0
